Household_ID,Electricity_Consumption_kWh,Renewable_Energy_Usage,Season,Weather,Temperature_Celsius,Bill_Amount_INR
7201,320.9477511,0,Monsoon,Cloudy,25.22932202,4314.595416
7202,309.7536947,0,Spring,Cloudy,19.97406114,5535.717823999999
7203,421.9920609,0,Winter,Stormy,25.71326122,3808.7074230000003
7204,173.4219184,1,Summer,Rainy,24.17673201,3934.324615
7205,38.44910964,1,Monsoon,Stormy,24.6449821,4128.867918
7206,323.5234524,1,Summer,Cloudy,15.0,3257.667234
7207,342.1845738,0,Spring,Cloudy,23.80067778,6010.6591100000005
7208,523.4399114,1,Spring,Stormy,29.67038923,4958.643338
7209,109.4456931,1,Spring,Cloudy,27.01197272,4062.224628
7210,473.204065,0,Monsoon,Cloudy,22.1021974,5227.717117
7211,655.1121546,0,Summer,Clear,32.51735288,5849.985769999999
7212,243.3352669,0,Monsoon,Rainy,23.36545546,5447.586563999999
7213,106.3586671,0,Summer,Clear,26.40498962,4940.480023
7214,238.953845,0,Winter,Cloudy,22.70688545,5872.347752
7215,302.1007451,0,Monsoon,Clear,18.24957702,6693.6524039999995
7216,384.5681813,1,Summer,Stormy,27.65325552,3824.341988
7217,211.2907905,0,Winter,Rainy,30.51614312,4601.462432
7218,533.2797801,1,Summer,Cloudy,23.98451818,5001.579496
7219,132.8201527,1,Spring,Rainy,19.50928431,3485.299798
7220,39.11922717,1,Monsoon,Rainy,25.58350369,3134.9841079999997
7221,466.0065636,1,Winter,Cloudy,22.45857076,3897.469563
7222,0.0,1,Winter,Stormy,26.72763908,4781.0562709999995
7223,269.3805347,0,Monsoon,Clear,21.14125346,6684.8958760000005
7224,767.6521694,0,Summer,Rainy,23.55497607,5144.472421
7225,298.1934671,1,Monsoon,Rainy,30.24014379,4198.952619
7226,131.8848524,0,Spring,Stormy,23.47644331,5231.7735809999995
7227,291.3903804,0,Summer,Cloudy,25.79893706,4917.536167
7228,292.3798817,0,Monsoon,Stormy,25.54219221,5053.8068379999995
7229,324.0974911,1,Monsoon,Stormy,35.0,4514.955209
7230,399.3394473,1,Monsoon,Stormy,27.65414938,4713.207018
7231,144.1333247,0,Summer,Stormy,22.58201674,7122.183271
7232,553.1322083,1,Summer,Stormy,25.71079414,4783.627538
7233,336.7671427,1,Spring,Cloudy,21.76116212,4260.821343
7234,409.019107,0,Spring,Cloudy,35.0,4879.336608
7235,205.77759,0,Spring,Stormy,19.88377352,3433.3772240000003
7236,492.9573205,0,Summer,Stormy,22.90455109,2726.52686
7237,261.4421387,0,Winter,Clear,25.10317405,4284.303996
7238,341.632877,1,Winter,Stormy,19.63417497,5647.821153
7239,160.0340884,0,Summer,Clear,27.57450632,5237.540027999999
7240,150.460256,1,Summer,Clear,21.56241074,3269.6382399999998
7241,403.230796,0,Spring,Rainy,21.26725418,5300.755386
7242,233.4589755,0,Winter,Stormy,29.80682734,4285.5012799999995
7243,171.9265369,1,Monsoon,Cloudy,21.96679918,4791.5182859999995
7244,203.5224987,0,Monsoon,Cloudy,25.81375599,7791.506335
7245,404.8429608,0,Summer,Rainy,26.18181737,4821.516737
7246,205.6443208,0,Monsoon,Stormy,28.80855926,4853.752301
7247,282.3517603,0,Summer,Cloudy,28.65799036,4848.77495
7248,302.2541625,0,Winter,Stormy,15.0,5823.404845
7249,12.3976671,0,Summer,Stormy,21.79233928,3980.775393
7250,79.33103919,0,Winter,Clear,23.84904689,4794.685823
7251,350.4416834,1,Monsoon,Cloudy,30.48851059,3396.5630579999997
7252,189.4455958,0,Summer,Cloudy,20.10136191,4739.545226
7253,458.5087367,1,Summer,Stormy,22.94785111,5219.0229739999995
7254,445.0210656,0,Spring,Cloudy,25.10103047,4058.9905559999997
7255,407.8753,1,Summer,Stormy,23.35253644,5030.339349
7256,572.9657681,1,Winter,Stormy,28.46967975,3700.333139
7257,287.5366008,1,Monsoon,Stormy,22.99215693,3649.833867
7258,397.3322889,0,Summer,Clear,21.0317583,4681.730074
7259,212.3398535,0,Monsoon,Stormy,24.20042124,6786.285121
7260,667.8554869,1,Winter,Stormy,33.57925783,4326.252355
7261,597.5450479,1,Monsoon,Stormy,25.19228293,2900.9632149999998
7262,301.7820652,0,Summer,Clear,32.50824022,5821.600623
7263,357.9879345,1,Summer,Clear,27.06658781,3731.423703
7264,503.8946399,1,Winter,Stormy,24.3569693,4188.157988
7265,277.9290743,0,Monsoon,Stormy,30.33757206,3788.268806
7266,201.5063894,1,Summer,Stormy,28.81726116,2912.097465
7267,431.0984627,1,Winter,Stormy,26.74566009,4171.6071
7268,311.7658869,1,Monsoon,Cloudy,26.49262859,3585.1445719999997
7269,327.4491674,1,Summer,Rainy,28.01726448,3841.410111
7270,174.8592985,0,Winter,Cloudy,25.00961336,5067.138075
7271,42.34917775,0,Spring,Clear,29.77047533,4130.298564000001
7272,335.4213615,1,Winter,Rainy,21.63779499,5730.347003000001
7273,435.7443062,0,Winter,Rainy,23.38835977,6620.922522
7274,266.1289876,1,Winter,Clear,20.43386233,4897.867751
7275,515.4644279,0,Winter,Rainy,34.48979149,5939.407764
7276,194.4125512,0,Monsoon,Clear,15.19796925,5538.116349
7277,141.7943318,0,Spring,Cloudy,24.12481706,4719.329343
7278,289.9154539,0,Summer,Clear,21.44375827,4758.190877
7279,287.6111137,0,Monsoon,Stormy,23.05947498,5313.5602389999995
7280,415.4953097,0,Winter,Clear,15.41050466,5079.979824
7281,183.7555764,1,Summer,Clear,21.4581203,3002.476363
7282,505.2141355,0,Winter,Clear,27.33478012,5176.284659000001
7283,595.0375444,1,Spring,Stormy,19.59349783,3220.475379
7284,294.128396,1,Winter,Rainy,31.90004035,4065.089963
7285,487.456563,0,Summer,Stormy,20.88082815,4903.206012
7286,141.5254394,1,Monsoon,Cloudy,16.84129054,3541.8759390000005
7287,461.2832312,1,Spring,Clear,33.01964978,3461.308371
7288,457.0914613,0,Spring,Clear,27.54278623,4753.888794
7289,429.515592,0,Summer,Rainy,28.18798795,5747.2614220000005
7290,297.6655367,0,Spring,Rainy,35.0,5718.755474
7291,0.0,1,Monsoon,Clear,17.46432913,4254.919596
7292,203.7409285,1,Spring,Clear,31.31095174,2614.962171
7293,206.1125973,1,Spring,Clear,15.50062584,5197.701627
7294,153.2617593,0,Winter,Rainy,18.61690268,4393.7552940000005
7295,318.3364507,1,Winter,Stormy,29.80614893,4848.04869
7296,237.1554832,1,Monsoon,Cloudy,25.99948527,4049.1415669999997
7297,176.3081985,0,Winter,Clear,15.0,4670.208274
7298,141.1799778,1,Spring,Clear,21.48020041,3876.958522
7299,192.6730522,1,Monsoon,Clear,19.85710206,3028.433228
7300,468.2248818,0,Monsoon,Stormy,28.02610632,3584.397311
7301,200.8462418,1,Summer,Clear,26.38653199,3352.014163
7302,222.759194,1,Winter,Rainy,27.11743374,3914.616471
7303,231.4953577,0,Summer,Clear,19.22839957,4164.222535999999
7304,350.8490271,0,Summer,Cloudy,22.02774244,6746.736796
7305,368.4374233,0,Winter,Cloudy,26.93662794,3622.4226670000003
7306,0.0,0,Summer,Cloudy,25.58864873,6456.754779000001
7307,453.2452821,0,Spring,Stormy,29.74553656,4835.419579
7308,515.4552051,0,Winter,Stormy,19.36901715,5986.798374
7309,142.4720194,1,Winter,Stormy,18.11348304,3828.181498
7310,154.1552633,0,Summer,Cloudy,25.96313733,5806.028069
7311,232.4619918,0,Winter,Stormy,32.11136318,4338.925031
7312,186.5993971,1,Winter,Clear,16.48688987,4274.518183
7313,333.5890311,1,Winter,Clear,19.17882655,2588.213436
7314,8.021207046,1,Spring,Stormy,22.1062377,4588.071664
7315,132.3108588,1,Winter,Rainy,24.11722682,4789.308656
7316,530.87958,0,Summer,Rainy,29.48303189,5622.545005
7317,160.7670049,1,Monsoon,Cloudy,19.21244726,4192.971852
7318,486.5142417,0,Summer,Clear,23.18167352,5350.916814
7319,353.3007293,1,Spring,Stormy,21.17165091,3993.444586
7320,28.60984281,0,Monsoon,Clear,27.78736473,3492.12237
7321,395.2993793,0,Monsoon,Clear,26.4530111,5935.030848
7322,282.3499047,0,Monsoon,Stormy,29.97095103,6318.702383
7323,231.6799416,0,Spring,Rainy,28.22570885,6779.273553000001
7324,336.743564,0,Winter,Rainy,30.19952608,4173.092977
7325,371.1950228,0,Monsoon,Rainy,22.67974717,5543.046730999999
7326,406.1387733,0,Spring,Clear,32.36148675,5261.229085999999
7327,476.7379271,0,Winter,Clear,16.39661062,4992.317357
7328,361.2203869,0,Spring,Rainy,31.7721728,5732.860885
7329,93.65488668,1,Spring,Cloudy,20.18777159,5247.536037
7330,228.9531814,0,Spring,Rainy,30.58705236,3829.416165
7331,741.4572503,0,Winter,Clear,29.96477945,5489.6190449999995
7332,408.6736591,1,Winter,Clear,22.49784046,4366.433777
7333,655.3930951,0,Summer,Clear,23.09758024,5039.864378
7334,509.3151123,1,Monsoon,Rainy,18.97469714,3810.064867
7335,336.2703107,1,Summer,Clear,19.70989877,3615.169165
7336,345.2110605,0,Spring,Rainy,26.05737941,4975.695838
7337,294.512994,0,Winter,Clear,17.23963969,4536.408607
7338,39.32930762,0,Summer,Stormy,31.93552561,4969.016453
7339,302.7070879,0,Winter,Cloudy,27.2170542,4195.840085
7340,481.6011829,0,Summer,Rainy,25.29768819,6421.970582
7341,210.0540008,1,Winter,Cloudy,22.39702521,3380.179624
7342,361.7929499,1,Winter,Clear,31.84934391,3645.621762
7343,427.7386569,0,Summer,Stormy,27.98493116,4455.591759999999
7344,163.5479341,0,Winter,Clear,21.30461268,3326.801731
7345,232.3045703,1,Spring,Stormy,23.1012686,4232.514331
7346,147.3132764,0,Monsoon,Stormy,29.45976723,6532.911726
7347,176.675159,1,Summer,Clear,25.8184875,4347.781277
7348,106.8592075,0,Spring,Stormy,21.99453567,2916.41359
7349,164.9327308,0,Summer,Rainy,28.36541836,3734.612362
7350,512.9183521,0,Winter,Rainy,27.74699983,4109.883361
7351,162.6784456,0,Summer,Cloudy,25.59922672,5774.444901000001
7352,318.9688829,1,Monsoon,Stormy,17.63605789,4253.216352
7353,224.5696869,0,Summer,Clear,19.95912472,6376.624471
7354,476.8298906,0,Spring,Stormy,26.17529343,3428.729567
7355,496.6743445,0,Spring,Cloudy,16.03990618,4272.842907
7356,429.6104973,0,Monsoon,Clear,22.02861067,5735.086433
7357,345.920183,0,Summer,Clear,23.81337645,4919.327519
7358,265.3410695,0,Monsoon,Rainy,25.71381498,7015.046382
7359,121.2187944,1,Summer,Stormy,22.33690335,4073.1429070000004
7360,591.5293322,0,Monsoon,Rainy,23.49372422,3090.1032750000004
7361,186.0490473,0,Winter,Clear,18.21093757,4273.942306999999
7362,399.5469521,0,Summer,Clear,24.19347925,4757.054477
7363,458.9348359,1,Summer,Clear,26.49388235,3246.5660980000002
7364,216.7079255,1,Monsoon,Stormy,21.27512586,3408.905248
7365,455.7018791,1,Spring,Stormy,23.02156749,4248.903609
7366,414.6319805,0,Summer,Cloudy,27.28741953,6419.545008
7367,559.1945753,1,Monsoon,Cloudy,26.73540069,4272.042183
7368,229.59803,1,Spring,Stormy,20.9107075,2925.592691
7369,107.1203974,1,Winter,Cloudy,27.52504042,4795.932914
7370,224.1765367,1,Spring,Stormy,23.82629011,5164.975633
7371,331.3280314,0,Spring,Rainy,27.32673198,5509.997851
7372,308.7319091,1,Spring,Clear,15.0,4524.963976999999
7373,240.9843156,0,Spring,Cloudy,27.80164623,4738.684878
7374,13.62038115,1,Monsoon,Cloudy,27.21561652,4128.120387
7375,370.5724494,1,Summer,Stormy,26.13719977,5288.178951999999
7376,595.8516719,0,Winter,Cloudy,23.19048364,6225.270308
7377,369.6376857,1,Spring,Rainy,27.53535385,3243.9047149999997
7378,391.3703279,1,Monsoon,Rainy,26.70048435,2889.367797
7379,385.8667959,0,Spring,Rainy,22.53315704,5205.175776
7380,359.5570005,1,Monsoon,Cloudy,26.76772413,4671.874433
7381,439.749895,1,Winter,Rainy,21.68871116,3131.5310469999995
7382,359.3060522,1,Spring,Rainy,16.38915207,4839.1309
7383,253.0984246,0,Summer,Clear,22.26537883,5408.905612999999
7384,180.6016635,1,Summer,Cloudy,27.39347076,5475.527392
7385,262.6539517,0,Spring,Clear,24.53025697,4688.377657
7386,347.1194245,0,Spring,Rainy,25.66196644,5043.072094
7387,252.5875558,1,Summer,Rainy,17.58766859,5098.621342
7388,347.1508025,0,Winter,Clear,24.76436978,4732.047676
7389,365.8725201,1,Spring,Stormy,25.33049363,4587.053215
7390,424.9769147,0,Spring,Rainy,28.45832207,3797.817274
7391,492.4192453,1,Monsoon,Cloudy,30.2730273,5172.165807
7392,311.7011128,0,Spring,Cloudy,25.84671651,6391.617222
7393,103.8335152,1,Spring,Rainy,27.79219402,4215.374052
7394,248.2343855,1,Winter,Stormy,17.50940008,4466.611763
7395,306.6093851,0,Monsoon,Cloudy,27.32269085,4563.408382
7396,24.63468657,1,Winter,Cloudy,26.05309107,4580.769244
7397,508.299678,0,Spring,Rainy,28.16660876,5048.183793
7398,321.3566869,1,Spring,Rainy,21.81550197,4318.156437
7399,357.2029252,0,Monsoon,Cloudy,26.18540359,6584.413012999999
7400,504.8289694,1,Monsoon,Stormy,18.58910826,4111.09476
7401,205.4785755,0,Winter,Rainy,21.81214221,6513.684555
7402,386.1062896,0,Spring,Clear,20.27886067,5555.87781
7403,283.5203815,0,Spring,Rainy,15.13320306,6244.901545000001
7404,272.3869699,1,Winter,Stormy,26.73607925,3359.721743
7405,184.1711418,1,Winter,Stormy,22.89284932,4342.887299
7406,549.8404821,1,Monsoon,Stormy,27.33741339,4126.447245
7407,243.674994,1,Spring,Rainy,23.01825158,3070.134448
7408,404.919637,1,Spring,Clear,21.66536761,4643.056456
7409,18.74889188,1,Winter,Stormy,22.43203781,5244.487193999999
7410,476.9982795,0,Spring,Rainy,27.67774026,3829.967372
7411,457.8316734,0,Spring,Cloudy,29.09520947,4486.187409
7412,314.6151165,1,Monsoon,Cloudy,20.71477926,2875.537992
7413,265.9586301,0,Spring,Stormy,26.09677366,2901.252156
7414,360.0000008,1,Monsoon,Cloudy,31.95333949,3905.128339
7415,643.3185991,1,Spring,Rainy,26.04366256,4323.85076
7416,35.51449516,1,Spring,Cloudy,23.89056304,4028.956549
7417,417.3041081,1,Spring,Rainy,28.51507672,3269.5933999999997
7418,163.2574047,0,Winter,Cloudy,25.66779805,3990.166532
7419,297.0122406,0,Spring,Stormy,22.76919998,4221.339391
7420,262.8179821,1,Spring,Stormy,23.14970776,3912.6359789999997
7421,235.7522613,0,Summer,Stormy,21.74267825,4431.902975
7422,298.4302306,0,Summer,Cloudy,22.11646782,4993.03047
7423,129.8743282,0,Monsoon,Cloudy,27.58910691,7671.075724
7424,454.3770654,1,Spring,Clear,30.53641107,4571.285046
7425,30.87847332,1,Monsoon,Rainy,24.66013554,4474.4112589999995
7426,380.9646769,0,Summer,Rainy,29.21036698,5194.74745
7427,251.0196221,0,Monsoon,Stormy,27.39563877,6174.997557000001
7428,124.3612659,1,Spring,Stormy,23.62951755,3503.893857
7429,330.3575056,1,Summer,Rainy,19.63691516,3467.548648
7430,66.45733699,1,Spring,Stormy,26.97727164,4655.39952
7431,305.9570733,1,Monsoon,Cloudy,28.56050647,3966.7994470000003
7432,86.56846383,0,Monsoon,Cloudy,16.82229192,4956.371842
7433,369.1908126,1,Winter,Clear,22.38389072,4973.284121
7434,161.3464,1,Summer,Cloudy,25.1058485,5283.532408
7435,232.3508974,1,Monsoon,Cloudy,28.72004763,3388.255695
7436,344.0924082,1,Summer,Stormy,30.12090073,2628.5042750000002
7437,184.1186832,1,Winter,Cloudy,23.66787306,3312.2905220000002
7438,291.3054,0,Summer,Stormy,18.09632634,4397.538179
7439,72.92542481,1,Monsoon,Rainy,15.90416581,3865.5930160000003
7440,394.6313405,1,Summer,Cloudy,35.0,3009.66872
7441,564.7370708,1,Winter,Cloudy,25.67349147,4507.50828
7442,718.8313302,0,Summer,Rainy,24.55722572,5642.628997000001
7443,313.675222,0,Summer,Cloudy,20.98298011,4136.788667
7444,418.2306211,1,Summer,Cloudy,29.83724007,4058.077222
7445,32.90614906,0,Summer,Clear,20.68875574,6423.113949999999
7446,525.4101489,1,Monsoon,Cloudy,30.23146596,3838.9560460000002
7447,416.4342757,0,Spring,Rainy,30.36657992,6560.769596
7448,227.4099833,1,Summer,Cloudy,25.96827331,4723.6341299999995
7449,485.57712,1,Winter,Clear,27.98273838,3918.826032
7450,261.8285885,1,Summer,Cloudy,20.7102918,4556.480163
7451,231.2962225,0,Winter,Rainy,25.02511585,3546.968769
7452,371.3002388,1,Spring,Rainy,18.06670013,3311.285671
7453,140.496825,1,Winter,Cloudy,22.26807682,3557.9691580000003
7454,453.2437147,0,Spring,Rainy,16.25165269,5503.1330849999995
7455,141.6015282,0,Winter,Rainy,15.05202008,5724.956686
7456,142.4917815,1,Winter,Stormy,20.9390373,3827.683791
7457,163.5465317,1,Monsoon,Cloudy,19.27197322,4532.563293
7458,413.9250056,0,Spring,Cloudy,25.06401777,4171.000834
7459,207.4836958,0,Summer,Clear,26.83100279,6366.031675
7460,97.80063234,0,Summer,Stormy,27.05943643,4821.529982
7461,209.148,0,Monsoon,Rainy,23.38397244,5063.935097
7462,295.1936444,0,Summer,Clear,31.13376881,5604.8776020000005
7463,122.8541275,0,Monsoon,Rainy,26.92756575,4255.8809949999995
7464,127.2478336,1,Winter,Rainy,24.40652967,3865.381203
7465,616.6944501,1,Summer,Stormy,29.79022116,3055.8313529999996
7466,170.9151894,1,Spring,Stormy,25.83524281,4772.635295
7467,251.5436447,0,Winter,Stormy,26.54303275,3867.680821
7468,244.9144499,1,Spring,Stormy,16.68363802,4749.94293
7469,236.7964788,0,Spring,Cloudy,21.6622861,5662.410123
7470,393.202011,1,Summer,Stormy,26.44884634,4391.297286999999
7471,442.2214426,1,Summer,Rainy,24.24417821,4148.830358
7472,254.1068353,0,Summer,Stormy,29.97338758,4893.661435
7473,114.528257,1,Winter,Cloudy,27.93891956,3244.923273
7474,491.1660342,1,Spring,Rainy,27.91807573,3903.706628
7475,285.6988363,1,Monsoon,Cloudy,19.96335816,4685.174945
7476,559.5482722,1,Winter,Rainy,32.60616263,4229.421804
7477,0.0,0,Monsoon,Clear,31.72614872,4130.419275
7478,329.3104832,0,Summer,Rainy,26.35091031,4266.952126
7479,587.7909501,1,Spring,Clear,20.81121715,3195.3167380000004
7480,247.0103797,0,Summer,Clear,17.68118059,5991.1637470000005
7481,266.1759865,0,Summer,Cloudy,21.99474439,5049.92212
7482,344.3267537,0,Summer,Cloudy,22.30015872,5378.810709
7483,216.1806272,1,Winter,Cloudy,29.06080742,4276.713079
7484,253.1892102,1,Monsoon,Rainy,30.84982867,2778.4960260000003
7485,249.3277359,0,Monsoon,Rainy,19.48970663,5705.376858
7486,205.8868898,1,Monsoon,Clear,22.47454241,2516.478743
7487,484.3284825,1,Summer,Rainy,26.58872963,4635.116517
7488,369.1617048,0,Winter,Rainy,24.52062749,5398.631922
7489,337.5942348,1,Summer,Rainy,30.34488658,3816.928551
7490,421.285651,0,Monsoon,Clear,19.34228871,3903.785479
7491,260.346625,0,Spring,Cloudy,30.31485862,4458.770695
7492,183.8694272,1,Winter,Clear,22.13863557,4182.648456
7493,209.6063543,1,Spring,Rainy,34.1287101,4033.8072570000004
7494,300.2674562,1,Winter,Clear,29.17269804,4643.18839
7495,141.1182437,1,Spring,Clear,29.12129927,3677.091706
7496,224.9608475,1,Summer,Cloudy,18.37852621,2688.5496669999998
7497,222.5825037,0,Winter,Cloudy,16.19699223,5094.886303
7498,618.6834345,0,Winter,Cloudy,21.03279074,6114.861059999999
7499,0.0,0,Winter,Stormy,20.88780138,7763.042302
7500,273.0570418,0,Spring,Rainy,23.3983447,6949.3621140000005
7501,558.8540689,1,Summer,Clear,19.0374667,5405.60714
7502,318.2766696,1,Summer,Rainy,29.730135,2920.5886800000003
7503,413.012621,1,Winter,Cloudy,26.10142443,2678.427539
7504,314.9739473,1,Summer,Rainy,15.0,4657.188403
7505,199.8999928,0,Spring,Clear,22.58803563,6056.310518
7506,0.0,1,Spring,Rainy,26.94274776,3266.99184
7507,330.8183531,1,Winter,Clear,22.78113251,4376.898101
7508,183.6590093,1,Monsoon,Stormy,19.19441265,3570.035882
7509,179.9496891,1,Monsoon,Rainy,19.61190663,5316.959843
7510,225.1519116,0,Winter,Rainy,25.32368538,4827.235461
7511,561.729211,1,Spring,Cloudy,18.02676637,3321.825028
7512,660.7256313,0,Monsoon,Rainy,24.2333534,5088.514739
7513,332.5811906,1,Monsoon,Stormy,21.81173866,4592.948836
7514,230.2849164,0,Monsoon,Clear,27.06948479,5840.836066000001
7515,123.4160374,0,Winter,Rainy,27.01338946,4702.89946
7516,370.2810242,1,Spring,Clear,34.58089289,3286.972925
7517,567.43584,1,Summer,Clear,23.22977198,4484.313853
7518,262.8989419,0,Winter,Stormy,30.21884183,5438.455982
7519,0.0,1,Winter,Rainy,28.04259162,4052.314512
7520,400.5074508,0,Spring,Clear,19.65871662,5228.126086
7521,447.8099567,0,Spring,Rainy,33.63321919,4711.2610890000005
7522,62.12315394,0,Summer,Rainy,25.68670655,5832.003585
7523,326.4726275,1,Winter,Clear,32.92917485,2694.7118339999997
7524,367.6839024,0,Winter,Rainy,19.36514464,5780.346661
7525,289.0339047,1,Winter,Stormy,29.79450151,3715.032058
7526,181.3843621,0,Monsoon,Stormy,16.30190967,5980.034471999999
7527,452.3905835,1,Spring,Cloudy,15.0,5087.206997
7528,239.4930381,0,Winter,Cloudy,35.0,6161.432244
7529,77.2220756,1,Winter,Stormy,29.78291059,3800.3849229999996
7530,0.0,0,Summer,Clear,31.90790945,6864.175103
7531,489.127428,1,Monsoon,Cloudy,23.52116577,3550.03481
7532,392.4995965,0,Monsoon,Stormy,21.80200676,5097.263255
7533,313.1960321,1,Winter,Clear,28.26681756,4144.84069
7534,233.9588045,1,Monsoon,Cloudy,19.50551828,3211.1217319999996
7535,220.6502379,0,Monsoon,Stormy,19.49009064,5212.093475000001
7536,138.6395027,1,Summer,Clear,22.05434655,4315.25149
7537,235.2816533,1,Summer,Rainy,29.67730891,3960.8618180000003
7538,0.0,0,Monsoon,Cloudy,19.64129336,4016.8918949999997
7539,189.590452,1,Summer,Rainy,30.02154826,3659.8455259999996
7540,253.3593725,1,Winter,Clear,27.18087845,5776.812748
7541,391.4820071,1,Summer,Cloudy,27.28627463,3293.623702
7542,294.0110305,1,Spring,Rainy,16.77983341,3429.8871580000005
7543,419.2384671,0,Winter,Clear,21.6756963,4039.352784
7544,502.3702658,1,Summer,Cloudy,23.89539836,3639.323173
7545,458.7255141,1,Monsoon,Rainy,26.6534689,4118.741643
7546,370.5764771,0,Winter,Rainy,21.79122213,4337.849875
7547,301.7794019,0,Summer,Clear,33.09009532,4276.367517
7548,152.8817987,1,Spring,Clear,23.62053085,3818.7021299999997
7549,410.9916077,1,Summer,Rainy,26.73104564,6269.746195
7550,551.9621073,0,Winter,Rainy,25.23816297,5646.614926
7551,351.3159059,1,Summer,Rainy,28.54733817,3001.020136
7552,587.5888723,0,Spring,Stormy,25.02030917,4942.870765
7553,71.16424379,1,Spring,Clear,18.71688443,3740.2673750000004
7554,126.8754923,0,Monsoon,Stormy,23.12688296,5590.619342
7555,428.2802262,0,Winter,Rainy,20.46108829,5580.381106
7556,339.6435315,0,Spring,Rainy,15.0,6054.420099999999
7557,497.0673265,1,Spring,Clear,30.80364638,2691.466427
7558,297.6792539,0,Spring,Rainy,32.76359745,4671.301386
7559,169.8036866,1,Monsoon,Clear,23.79495836,4453.224924
7560,267.9610137,0,Winter,Stormy,23.98864195,5198.90276
7561,70.09740436,1,Spring,Clear,21.4682815,4485.080562
7562,130.711399,1,Winter,Clear,25.15083491,4680.369057
7563,445.8665997,1,Spring,Rainy,32.39237611,4766.812774
7564,430.9181122,1,Spring,Rainy,32.58580374,3229.86788
7565,354.4506427,1,Winter,Rainy,25.64190413,4401.956026
7566,41.83837186,1,Winter,Rainy,16.56105651,6134.0726859999995
7567,246.2394637,0,Monsoon,Cloudy,30.34400302,5600.178545
7568,116.2500167,1,Monsoon,Cloudy,21.5193997,4897.172808
7569,476.4799881,1,Winter,Cloudy,22.86004188,3763.400841
7570,212.44168,0,Winter,Stormy,27.16696169,6988.139384
7571,137.1378434,0,Monsoon,Rainy,21.5215769,5349.146557
7572,304.4694248,1,Winter,Cloudy,27.133269,3762.760447
7573,203.9768315,0,Winter,Cloudy,24.01257266,4649.362531
7574,522.5615865,0,Monsoon,Stormy,21.3741233,4116.61689
7575,189.7783654,0,Monsoon,Cloudy,26.69140128,4926.234922
7576,90.11576112,1,Monsoon,Cloudy,21.88887322,3656.6146149999995
7577,0.0,0,Spring,Rainy,24.8538502,4059.331539
7578,295.3820246,1,Summer,Rainy,18.28227737,3838.8088019999996
7579,215.7104829,0,Spring,Cloudy,31.79258186,5087.252519
7580,85.66430902,1,Winter,Stormy,17.54658546,3414.00129
7581,478.3839692,0,Monsoon,Rainy,24.3021803,4580.672334
7582,400.0867721,1,Spring,Clear,28.69860588,4142.555616000001
7583,295.7673182,1,Spring,Rainy,30.57497859,3956.8623500000003
7584,504.6489366,0,Winter,Cloudy,24.67129681,6901.510784
7585,399.380405,0,Spring,Rainy,22.45069403,5631.936161
7586,176.5716148,1,Summer,Cloudy,25.7563411,4111.145582
7587,144.1169754,1,Monsoon,Rainy,17.50223099,3836.6872749999998
7588,422.6972317,0,Monsoon,Rainy,15.0,4831.139549
7589,359.4550435,0,Winter,Clear,25.036962,5346.7248389999995
7590,325.4621652,0,Winter,Cloudy,26.2258671,5574.037815000001
7591,173.0253296,0,Monsoon,Cloudy,25.33114238,4226.951048
7592,391.1921351,0,Monsoon,Stormy,26.13552869,4511.472826
7593,186.6751675,0,Spring,Stormy,32.16993119,4733.009616
7594,284.7020018,0,Winter,Stormy,25.15959737,5144.260257
7595,517.041622,0,Winter,Rainy,27.26030035,4436.263614
7596,200.8748646,1,Monsoon,Clear,22.70366646,4108.255041
7597,64.05161144,0,Summer,Cloudy,18.98115693,4856.975615
7598,142.1179212,1,Winter,Cloudy,29.03069744,4519.022919
7599,449.144824,0,Winter,Rainy,15.0,5266.132249
7600,338.2096706,0,Winter,Cloudy,15.83658989,5536.974996999999
7601,280.6683932,0,Monsoon,Clear,33.43305362,6039.5524780000005
7602,223.6359292,0,Spring,Rainy,27.79221126,5194.618387
7603,372.8039861,1,Monsoon,Stormy,26.49207725,3466.979706
7604,172.6342724,0,Monsoon,Stormy,34.36197587,5242.670747
7605,345.8498353,1,Winter,Rainy,28.19903946,3502.3900379999995
7606,190.3118147,1,Winter,Stormy,20.65706342,3666.90611
7607,165.3510922,0,Summer,Rainy,21.77820652,6620.023757
7608,204.3768848,1,Monsoon,Cloudy,32.31303945,2852.4958229999997
7609,243.688883,1,Spring,Cloudy,24.23865923,4803.05844
7610,292.6755246,1,Spring,Stormy,24.66269201,3132.6556290000003
7611,335.3183693,1,Monsoon,Cloudy,17.97728076,4162.175637
7612,0.0,1,Winter,Stormy,21.8487777,4725.1178820000005
7613,178.8524163,1,Winter,Stormy,24.80070943,2325.744061
7614,241.2645034,1,Summer,Rainy,31.34358198,3450.1316450000004
7615,525.7593058,1,Spring,Clear,33.00692293,3473.9807739999997
7616,137.9996087,1,Winter,Clear,27.14483646,3503.010468
7617,324.4194927,1,Winter,Clear,28.23830536,3881.978205
7618,524.2545465,0,Winter,Rainy,23.31688394,3764.877328
7619,103.0547205,1,Summer,Cloudy,20.60718161,4239.033711
7620,359.0962839,0,Spring,Stormy,23.81907671,5646.157908
7621,179.6592249,0,Summer,Cloudy,28.17232437,4340.766175
7622,224.3049387,0,Summer,Stormy,19.13435971,4238.690065
7623,179.5333749,1,Summer,Cloudy,19.57051116,3943.6284819999996
